0,1,2,3,4,5,6
-50.69502868642605,-32.69502868642605,178.1440288534191,0.0,297.1595404644773,False,True
-97.55294231573893,-91.55294231573893,496.95648391750524,0.0,230.36721922296263,False,True
-54.15736006218339,-30.157360062183393,189.51068159870303,0.0,294.5486522835544,False,True
-99.70247324288776,-157.70247324288778,667.6869422993747,0.0,231.20043769364156,False,True
-98.94944678805496,-144.94944678805496,558.4477865759685,0.0,207.8778736487261,False,True
-99.82597030881401,-131.82597030881402,689.1767306538907,0.0,-192.58229345346427,False,True
-99.63663837651124,-137.63663837651126,648.0135903155207,0.0,222.87447263126046,False,True
-50.16795510749208,-14.167955107492077,125.56184043664194,0.0,-234.97128430756496,False,True
-99.81403287415304,-121.81403287415304,683.7015778933247,0.0,-185.93196855125666,False,True
-98.51829861659098,-104.51829861659098,576.811117051764,0.0,275.2888114588433,False,True
-99.90292305186225,-165.90292305186225,731.0282480862405,0.0,-157.79474227636936,False,True
2000,2040,53.21087057635615,0.9332358674463938,-294.98465507756634,True,False
2000,2070,41.99089599556808,1.0,-289.12188891322086,True,False
-99.2189642819372,-111.2189642819372,672.7794714900922,0.0,-337.1451638040104,False,True
-99.54121230688467,-137.5412123068847,715.441541696941,0.0,18.21113632979711,False,True
-99.24951738802339,-163.24951738802338,679.1134384664463,0.0,11.34327825725384,False,True
-99.0073300756413,-133.0073300756413,657.7110150475174,0.0,1.4428078563365037,False,True
-99.2404908722454,-209.2404908722454,678.0733300420123,0.0,-11.841854682932215,False,True
-99.58802776651346,-181.58802776651345,726.189570821041,0.0,-0.6935236286103685,False,True
-99.07594637936208,-131.07594637936208,659.7129010691874,0.0,-338.2888270737041,False,True
-99.73935036332884,-163.73935036332884,736.321947692364,0.0,303.9284238124315,False,True
-98.99232886282236,-152.99232886282238,655.0775018251661,0.0,-13.19842122739687,False,True
-99.32660516464406,-181.32660516464406,684.659933915295,0.0,-22.318156372686403,False,True
-99.54917312551606,-115.54917312551606,709.1270599776977,0.0,-36.22775212913747,False,True
-99.38577121900848,-125.38577121900848,669.5295713189226,0.0,300.17596660762064,False,True
-99.44985832696163,-135.44985832696165,685.838513108635,0.0,-49.30300167795063,False,True
-98.30011525052116,-136.30011525052117,570.1355547895682,0.0,-78.79104829403788,False,True
-99.05134754671832,-117.05134754671832,650.2886660334611,0.0,322.4406435446312,False,True
-57.79266931758802,-23.79266931758802,168.25977099654455,0.0,-107.27337881706845,False,True
-52.08172792523421,-52.08172792523421,151.5030890983256,0.0,-98.97976262301744,False,True
-97.9921807273966,-63.9921807273966,593.5354209313072,0.0,336.6728175580943,False,True
-99.71463167942483,-141.71463167942483,720.3501260673763,0.0,-292.038917475743,False,True
-98.8311998424156,-78.8311998424156,554.6764738051359,0.0,140.88057389904588,False,True
-99.23860760465185,-165.23860760465186,662.3937659936753,0.0,46.503816524947304,False,True
-23.190355338543593,48.8096446614564,46.5744298723111,0.9574416342412452,91.98279699949968,False,True
-72.50862025426525,-118.50862025426525,208.24423689445317,0.0,167.8776238584696,False,True
0,12,168.20538457896365,0.0,268.8704790799368,False,False
-68.3941692147299,-62.3941692147299,203.17614827017914,0.0,126.42241961482233,False,True
-60.52418662558454,-78.52418662558455,150.80747829687976,0.0,173.79518616285438,False,True
-99.26194922562665,-193.26194922562667,662.859689249685,0.0,-310.5668640281262,False,True
-2,24,371.82383206861124,0.0,31.81491562268281,False,False
-99.11134520745676,-179.11134520745676,661.8442816783339,0.0,24.483790674968308,False,True
-13.856371825472586,6.143628174527414,79.94720267849735,0.4226552984165652,-25.780506256227934,False,True
-97.97047274150181,-109.97047274150181,596.7330580825537,0.0,5.961811441579634,False,True
-96.64800587569418,-172.6480058756942,539.6827104567784,0.0,37.7007754000772,False,True
-72.94063461676184,-70.94063461676184,240.03661889159469,0.0,107.73568978011795,False,True
-71.38517464612745,-81.38517464612745,271.95558086726584,0.0,-60.82622527877047,False,True
-74.11995829629248,-88.11995829629248,258.2666205481375,0.0,93.64234099059802,False,True
-99.14612179075051,-99.14612179075051,659.5728143950284,0.0,-323.86270752892506,False,True
-75.76088292955687,-107.76088292955687,264.108376776731,0.0,97.98939696878871,False,True
-98.10560060676991,-94.10560060676991,603.0206433717658,0.0,3.211980109334311,False,True
-98.70034629778343,-160.70034629778343,627.0290689609305,0.0,32.45261306790372,False,True
-99.20800427404592,-69.20800427404592,673.7016080415628,0.0,-16.413363322587923,False,True
-62.75863385121079,-80.75863385121079,166.84171075266397,0.0,146.19555066618372,False,True
-99.08871813274578,-141.08871813274578,656.9387963210401,0.0,31.088194200647006,False,True
-91.22582135543526,-111.22582135543526,408.88844196999503,0.0,79.10653968604201,False,True
-98.31966690437581,-120.31966690437581,581.7281673592164,0.0,66.38038691696472,False,True
-97.15760416014562,-109.15760416014562,560.2176796466141,0.0,27.797840214154593,False,True
-98.05719341260082,-120.05719341260082,596.7983229192527,0.0,22.361053248414855,False,True
-98.33545209822799,-126.33545209822799,596.593573492817,0.0,48.02163850665932,False,True
-51.309203649045685,-7.309203649045685,212.69600956242402,0.0,10.888021753023377,False,True
-99.17631380585622,-131.17631380585624,664.4034609830112,0.0,32.419348834550185,False,True
-97.20036694093983,-221.20036694093983,515.839051784651,0.0,89.60967878355999,False,True
-20.980568954965143,-28.980568954965143,40.694095542934726,0.9990260530801072,86.85306707522282,False,True
2000,1916,36.866186848134724,0.9440116845180136,-148.4550597464301,True,False
-99.20365010452937,-143.20365010452937,583.6281461755907,0.0,145.4713165486185,False,True
-69.10790700285403,-103.10790700285403,204.30770288991735,0.0,130.51989200624968,False,True
-70.02791137179933,-72.02791137179933,200.87922367364854,0.0,147.2459655388736,False,True
-67.90718995771023,-71.90718995771023,193.44409128669744,0.0,139.96241159818948,False,True
-99.31560689148536,-147.31560689148534,664.2654299233733,0.0,-304.31159082112,False,True
-53.14302628316598,-89.14302628316598,212.00280528132262,0.0,30.540054458350568,False,True
-99.13739868058157,-125.13739868058157,660.00371177888,0.0,33.79931190388464,False,True
-68.32035298815227,-110.32035298815227,188.78194234383884,0.0,158.256825730806,False,True
-96.734720748082,-180.734720748082,503.9182055251761,0.0,86.71907111538508,False,True
-73.4520700416634,-121.4520700416634,212.85951931981123,0.0,188.02821711727307,False,True
-99.72617043678656,-117.72617043678656,708.9346149856547,0.0,-275.2815533301699,False,True
-56.124362241084434,-38.124362241084434,225.69780245731184,0.0,-26.875011830477167,False,True
