0,1,2,3,4,5,6
-56.29227526823024,233.70772473176976,174.678773524025,0.0,268.2292794699283,False,True
-49.97234278772389,292.0276572122761,181.56497338808427,0.0,-55.728521782095555,False,True
-11.678863606473554,1066.3211363935266,44.6325828533838,0.9615197272284461,-42.451532079945245,False,True
-65.64922321746775,148.35077678253225,229.08471158606287,0.0,-77.05970274430916,False,True
-91.05686996032318,-79.05686996032318,446.18260613335855,0.0,22.153340963408663,False,True
-2,278.0,193.63524467730298,0.0,72.08060907032633,False,False
0,324.0,195.99968656441175,0.0,-302.17557861590006,False,False
0,254.0,221.29726359505517,0.0,-296.8059338570653,False,False
0,146.0,253.28537980760555,0.0,268.8305707704826,False,False
-42.0442343367658,405.9557656632342,96.06690296955713,0.07767226686145605,-236.344962936121,False,True
-51.34038718464773,278.65961281535226,153.50505157403208,0.0,93.09031490899454,False,True
0,390.0,131.39462835482576,0.0,66.44465756004551,False,False
-38.69704817381623,431.30295182618374,83.26650997078909,0.3084043848964677,234.9907649442167,False,True
0,102.0,285.36337771545857,0.0,-279.1838525930389,False,False
-9.366084644185566,1280.6339153558145,27.706890250403934,0.9934274586173321,-25.60456572279796,False,True
-73.61455141293516,66.38544858706484,266.41452904238804,0.0,-81.10363164800297,False,True
-92.82696500765243,-148.82696500765243,452.58126816042034,0.0,-53.11468497179621,False,True
0,-94.0,421.5941265362778,0.0,-71.42624194775736,False,False
0,58.0,297.93129555135795,0.0,78.342021637035,False,False
0,220.0,212.49763083907968,0.0,-260.7029426023576,False,False
0,260.0,207.96041309725481,0.0,276.65596838041137,False,False
2,176.0,259.3634055436263,0.0,-306.00314923175273,False,False
-27.43907649620501,1022.560923503795,32.74634629171276,0.9469328140214216,182.6657269334184,False,True
-33.93351207976441,470.0664879202356,63.976430259533515,0.8289537712895377,-229.986111047179,False,True
-43.122586741516,958.877413258484,85.81393373005186,0.3854748603351955,-197.66037293187927,False,True
2000,2522.0,45.61874610401193,0.9345862826458384,75.22762879460828,True,False
-94.7757648011205,-214.7757648011205,438.55218126367765,0.0,-250.68612344745458,False,True
-88.41016376268198,-74.41016376268198,354.0038841874847,0.0,-254.41898840357652,False,True
-39.68583116986964,328.31416883013037,128.98276814085705,0.0,288.6317861564309,False,True
-82.92367086024511,-54.92367086024511,319.4061739557785,0.0,-89.48817441694435,False,True
-13.907742219892723,1064.0922577801073,40.52211755807935,0.9912430065677451,53.03394216206072,False,True
-96.63985804383664,-262.6398580438366,473.3957467579375,0.0,-239.22431268007554,False,True
