8,9,0,1,2,3,4,5,6,7
1,0,182.16695219377428,182.16695219377428,325.1538097577822,0.0,-185.3125428159815,False,False,False
1,10,175.74190980494578,1988.8435143814556,337.1615773717063,0.0,-190.83665388192512,False,False,False
1,20,146.10292801743645,3577.047483058965,395.6347792571191,0.0,-212.44070091320097,False,False,False
1,30,122.77212173603097,4898.317514059146,445.98709009619876,0.0,-228.4623298879332,False,False,False
1,40,117.53508572717037,6103.607241427527,457.93200212710775,0.0,-228.71007613797562,False,False,False
1,50,117.52311943927928,7277.043383684247,457.95959689503013,0.0,-228.6932977410173,False,False,False
1,60,112.17324531034338,8420.623335307318,470.4406423488879,0.0,-229.67154616863826,False,False,False
1,70,98.01133231634626,9456.709723645798,504.9966355762159,0.0,-265.0850248730007,False,False,False
1,80,98.30343076310344,10437.118904652923,504.25956700329704,0.0,-280.618094112712,False,False,False
1,90,99.30371243706495,11424.726115522322,501.74375960489726,0.0,-280.93990951483227,False,False,False
1,100,101.75433381791926,12431.79439184255,495.63323409963044,0.0,-280.0112225079608,False,False,False
1,110,102.64896180829697,13455.988389530725,493.42088029534574,0.0,-283.2179083470538,False,False,False
1,120,113.39630731959696,14531.202246482704,467.5614887153706,0.0,-296.6494364561168,False,False,False
1,130,128.10940961922398,15756.992474661596,434.0728633047714,0.0,-304.7767255703703,False,False,False
1,140,131.45540633471862,17049.3309141679,426.7299799947702,0.0,-306.14954648238677,False,False,False
1,150,137.00084132686277,18399.20385643143,414.7632074816579,0.0,49.596407601580246,False,False,False
1,160,143.3756949141047,19795.517460178413,401.30204837058136,0.0,46.619499361363005,False,False,False
1,170,145.38361402322366,21241.477811277797,397.124361863859,0.0,46.06617246999984,False,False,False
1,180,145.6547171298517,22700.86160925748,396.5625195394065,0.0,46.4318233098634,False,False,False
1,190,154.96569068366836,24209.865909870485,377.5739186785543,0.0,45.550262985073566,False,False,False
1,200,156.63416553782716,25761.792187572122,374.2321406107789,0.0,44.65181669392787,False,False,False
1,210,166.26681057978755,27389.98720937163,355.2775585963609,0.0,35.16211338132623,False,False,False
1,220,168.75643752246086,29068.210429729897,350.4685582620714,0.0,35.358225776983375,False,False,False
1,230,194.44664310986167,30897.56488992953,302.77936937103317,0.0,38.34716433552039,False,False,False
1,240,196.46449381600257,32858.59052551323,299.17103759903983,0.0,38.00154072229328,False,False,False
1,250,203.38196704355397,34866.85513432076,286.9397517678573,0.0,34.63759526682059,False,False,False
1,260,214.43123718132068,36943.755447278214,267.8264598107211,0.0,26.142360392497043,False,False,False
1,270,222.1888314877395,39155.004662207364,254.7000075678595,0.0,19.477609728071467,False,False,False
1,280,223.47793670155767,41379.65549740653,252.54107687853895,0.0,19.261770431947898,False,False,False
1,290,230.5677758224012,43637.207687556984,240.77708177637118,0.0,18.159580620456495,False,False,False
1,300,236.6664564580325,45986.87085041798,230.80162432238507,0.0,16.292187494565912,False,False,False
1,310,237.9671978274455,48366.393308297454,228.690727030581,0.0,15.804198617204632,False,False,False
1,320,242.23583326618663,50776.90952882325,221.80363457192473,0.0,14.225540353204444,False,False,False
1,330,235.37509348093474,53148.16109824055,232.90304804259796,0.0,13.60095989778697,False,False,False
1,340,238.856701748573,55523.75265323933,227.25052289151785,0.0,11.883695229900026,False,False,False
1,350,240.9297433935761,57934.19955668203,223.90441408036585,0.0,11.712348389132105,False,False,False
1,360,244.48924865957753,60373.45133765545,218.192401131235,0.0,12.272762651749359,False,False,False
1,363,-166.21510891047873,60687.42514515343,235.49870652574876,0.0,3.334361779265452,False,True,True
2,0,182.17257875526576,182.17257875526576,325.143387905131,0.0,-99.99766603285273,False,False,False
2,10,182.20447620586862,2002.670336074328,325.08430858760477,0.0,-99.83509539020666,False,False,False
2,20,180.38626486213394,3820.0119375044146,328.4602303993197,0.0,251.36563078620904,False,False,False
2,30,180.3072994142127,5622.822707534216,328.6072322883335,0.0,250.883354870216,False,False,False
2,40,181.01170991829056,7431.678651218202,327.2970382139481,0.0,252.3615316891468,False,False,False
2,50,180.9205131955069,9244.431097956423,327.46651905740237,0.0,252.3443289387348,False,False,False
2,60,180.1638216751325,11053.3753007446,328.8744125069949,0.0,250.4810654942939,False,False,False
2,70,181.11695403594152,12860.36994002169,327.10150461614654,0.0,-105.92834101518636,False,False,False
2,80,180.58400056375532,14671.237018296499,328.09226719036167,0.0,251.18496405718585,False,False,False
2,90,181.3224139113552,16478.15439821913,326.7199432788849,0.0,-107.50189919144341,False,False,False
2,100,180.90718291246714,18288.227548252165,327.49129575806387,0.0,251.61200402746977,False,False,False
2,110,181.18892811471395,20101.86159270688,326.9678163068389,0.0,-105.70094035649194,False,False,False
2,120,181.42582292212518,21912.53355857078,326.52798327969634,0.0,-104.6323325256596,False,False,False
2,130,181.19551074423865,23725.433219338734,326.9555907218332,0.0,-105.47456724505182,False,False,False
2,140,181.35402269336464,25533.993693968976,326.6612615232867,0.0,-106.87171974556549,False,False,False
2,150,181.5757065834892,27349.78961933513,326.2498486391836,0.0,-106.96313492727747,False,False,False
2,160,180.79828630672435,29164.704136212586,327.6937336549577,0.0,251.99393627404987,False,False,False
2,170,180.96436370284906,30977.89138320323,327.3850215337732,0.0,252.1759445785466,False,False,False
