8,9,0,1,2,3,4,5,6,7
1,0,182.13981869785005,182.13981869785005,325.20407029634134,0.0,-146.90196136904584,False,False,False
1,10,181.33836196628732,1999.5738556234535,326.6903350495269,0.0,-147.3005807693062,False,False,False
1,20,167.07359505475176,3778.406609109422,353.7152426082761,0.0,203.84735832509315,False,False,False
1,30,140.66817184342247,5260.4228975525975,406.981931465359,0.0,191.88160335245834,False,False,False
1,40,146.5472120809411,6696.824460907015,394.71657035538067,0.0,194.63799342810577,False,False,False
1,50,146.1726401778175,8155.868871809535,395.4906117813027,0.0,195.02105581231123,False,False,False
1,60,146.00492435202713,9619.48388242742,395.8375128493429,0.0,195.1467984455884,False,False,False
1,70,151.76937242194026,11115.367060408807,384.0264363993771,0.0,197.464041584752,False,False,False
1,80,183.14849629306485,12797.11985295488,323.3381636794771,0.0,-143.7016751883457,False,False,False
1,90,189.0945852280901,14679.502347898006,312.4416656964842,0.0,-141.43649242650682,False,False,False
1,100,185.64354677477206,16538.808621010365,318.7446389664664,0.0,-144.8885945201691,False,False,False
1,110,174.0231355080881,18332.072659581565,340.41085608522917,0.0,-154.4950009406926,False,False,False
1,120,150.60402255470305,19910.936367851635,386.3958471565258,0.0,187.26991078576168,False,False,False
1,130,177.06739190599725,21538.731650645102,334.6666401231687,0.0,-157.665527153538,False,False,False
1,140,180.4964438494206,23358.76765700789,328.2551752163985,0.0,-154.19229885274996,False,False,False
1,150,173.48047700566806,25155.425940386125,341.4400615629811,0.0,202.36291592903643,False,False,False
1,160,173.02422455035713,26876.169967613205,342.3066357519692,0.0,201.41964954922395,False,False,False
1,170,180.50393277982863,28684.369036934295,328.24123976715305,0.0,-150.08475730421554,False,False,False
1,180,169.30344504783946,30389.6280836749,349.41671354114953,0.0,203.49382941763577,False,False,False
1,190,191.5467706400147,32224.94500903297,307.99788540782856,0.0,-131.68874626303705,False,False,False
1,200,180.4087131140074,34114.0773659526,328.41844666115304,0.0,-143.96444083920196,False,False,False
1,210,169.50967339754447,35827.43315790122,349.0205967207095,0.0,212.909601116821,False,False,False
1,220,191.8475127775469,37641.1577890718,307.45485205376883,0.0,-137.74931088290083,False,False,False
1,230,186.54179342321197,39548.746652875176,317.0984818013436,0.0,-141.09573691741468,False,False,False
1,240,175.28185657990872,41340.15391520169,338.029727669156,0.0,205.47195826620447,False,False,False
1,250,176.96579972696827,43107.391649952144,334.85753457066005,0.0,206.01759244806388,False,False,False
1,260,179.3618608454272,44888.8272553275,330.3697646360583,0.0,208.10567096151354,False,False,False
1,270,178.55186217172692,46683.07876507234,331.88350160371186,0.0,207.10562468178315,False,False,False
1,280,187.76504531470823,48505.19222331215,314.8630696811253,0.0,-146.82990304288802,False,False,False
1,290,169.3097740904769,50299.664769206785,349.404553331187,0.0,201.83686890264264,False,False,False
1,300,165.4824148414101,51963.28486007773,356.80015772426896,0.0,202.31257247396354,False,False,False
1,310,167.3946925183759,53627.592345675184,353.0944958528024,0.0,203.3561911573539,False,False,False
1,320,167.86520297732594,55304.34793299333,352.18597773487886,0.0,203.52140807763132,False,False,False
1,330,173.78706809996592,56993.39463372722,340.85838376725536,0.0,206.79926201435265,False,False,False
1,340,184.9417670507021,58830.70750721305,320.0335172769504,0.0,-151.11053194593043,False,False,False
1,350,164.6164084325086,60540.63838016937,358.48536955010024,0.0,194.4545108579941,False,False,False
1,360,195.12650621432095,62332.86574759692,301.56155207792125,0.0,-144.5716954062718,False,False,False
1,370,201.6062339011554,64340.61080224955,290.05944984605327,0.0,-141.5219962842197,False,False,False
1,380,202.05088678178893,66361.4523651503,289.27697592207386,0.0,-141.3138340699255,False,False,False
1,390,200.306867002224,68369.3068476083,292.35095739091116,0.0,-143.30226182441535,False,False,False
1,400,186.59401054935714,70320.22044021316,317.0029089568588,0.0,-150.42057228698957,False,False,False
1,410,175.13975902761555,72148.4417365131,338.298105209726,0.0,201.28243186338716,False,False,False
1,420,172.55127445909477,73840.46043859339,343.20613115853706,0.0,203.86963322137245,False,False,False
1,430,189.07733049761433,75701.94559658217,312.47303598765245,0.0,-149.9974639091858,False,False,False
1,440,185.41682289154954,77571.682519783,319.1607699104921,0.0,-150.7971643246775,False,False,False
1,450,184.1552001942272,79418.80835599435,321.4810242258747,0.0,-151.4743223163991,False,False,False
1,460,181.25234278878378,81254.93015932885,326.85004867269026,0.0,-153.10736716643325,False,False,False
1,470,179.45280422355177,83058.29936830205,330.20002197754627,0.0,-153.39740796281092,False,False,False
1,480,174.31077001825176,84803.39564594219,339.86597948171965,0.0,205.84935036730724,False,False,False
1,490,175.5048056807207,86551.2534834545,337.6088661509714,0.0,-153.04083070239403,False,False,False
1,500,175.49595733540747,88303.61689970408,337.62556409647067,0.0,-152.99180327849305,False,False,False
1,510,173.95008856719457,90055.65892605188,340.5493032697695,0.0,204.95615023153147,False,False,False
1,520,175.79682529676182,91804.71963223159,337.05802422692784,0.0,-154.1705463125847,False,False,False
1,530,175.5318334338026,93559.03223437144,337.55786397262847,0.0,-154.3912710858678,False,False,False
1,540,174.84864482770007,95314.8570233708,338.84826849712465,0.0,204.85607977497847,False,False,False
